;player;nationality;position;age;birth_year;games;games_starts;minutes;goals;assists;pens_made;pens_att;cards_yellow;cards_red;goals_per90;assists_per90;goals_assists_per90;goals_pens_per90;goals_assists_pens_per90;xg;npxg;xg_per90;npxg_per90;minutes_90s;shots_on_target;shots_free_kicks;shots_on_target_pct;shots_on_target_per90;goals_per_shot;goals_per_shot_on_target;npxg_per_shot;xg_net;npxg_net;passes_completed;passes;passes_pct;passes_total_distance;passes_progressive_distance;passes_completed_short;passes_short;passes_pct_short;passes_completed_medium;passes_medium;passes_pct_medium;passes_completed_long;passes_long;passes_pct_long;assisted_shots;passes_into_final_third;passes_into_penalty_area;crosses_into_penalty_area;progressive_passes;passes_live;passes_dead;passes_free_kicks;through_balls;passes_switches;crosses;corner_kicks;corner_kicks_in;corner_kicks_out;corner_kicks_straight;throw_ins;passes_offsides;passes_blocked;sca;sca_per90;sca_passes_live;sca_passes_dead;sca_dribbles;sca_shots;sca_fouled;gca;gca_per90;gca_passes_live;gca_passes_dead;gca_dribbles;gca_shots;gca_fouled;tackles;tackles_won;tackles_def_3rd;tackles_mid_3rd;tackles_att_3rd;dribble_tackles;dribbles_vs;dribble_tackles_pct;dribbled_past;blocks;blocked_shots;blocked_passes;interceptions;clearances;errors;touches;touches_def_pen_area;touches_def_3rd;touches_mid_3rd;touches_att_3rd;touches_att_pen_area;touches_live_ball;dribbles_completed;dribbles;dribbles_completed_pct;passes_received;miscontrols;dispossessed;cards_yellow_red;fouls;fouled;offsides;pens_won;pens_conceded;own_goals;ball_recoveries;aerials_won;aerials_lost;aerials_won_pct
2372;Luigi Samele;it ITA;FW;19;2002;2.0;0.0;5.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;18.0;18.0;0.0;18.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;3.0;66.7;16.0;3.0;2.0;3.0;66.7;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;18.0;1.0;0.0;0.0;0.0;0.0;1.0;18.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;4.0;1.0;2.0;0.0;2.0;1.0;4.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;100.0
2373;Fede San Emeterio;es ESP;MF;24;1997;12.0;10.0;830.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;281.0;348.0;80.7;4533.0;1338.0;144.0;168.0;85.7;98.0;112.0;87.5;29.0;40.0;72.5;3.0;24.0;2.0;0.0;19.0;343.0;4.0;4.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;10.0;10.0;1.08;9.0;0.0;0.0;0.0;0.0;3.0;0.33;2.0;0.0;0.0;0.0;0.0;16.0;5.0;5.0;8.0;3.0;5.0;15.0;33.3;10.0;5.0;0.0;5.0;8.0;6.0;0.0;401.0;15.0;103.0;242.0;58.0;1.0;401.0;0.0;2.0;0.0;247.0;7.0;1.0;0.0;26.0;10.0;0.0;0.0;0.0;0.0;46.0;11.0;5.0;68.8
2374;Antonio Sanabria;py PAR;FW;25;1996;29.0;22.0;1803.0;6.0;1.0;0.0;0.0;3.0;0.0;0.3;0.05;0.35;0.3;0.35;8.3;8.3;0.42;0.42;20.0;19.0;1.0;38.8;0.95;0.12;0.32;0.17;-2.3;-2.3;348.0;482.0;72.2;4786.0;453.0;218.0;281.0;77.6;79.0;108.0;73.1;23.0;28.0;82.1;18.0;14.0;6.0;1.0;10.0;461.0;20.0;1.0;1.0;6.0;3.0;0.0;0.0;0.0;0.0;1.0;1.0;14.0;35.0;1.75;24.0;0.0;2.0;6.0;3.0;5.0;0.25;1.0;0.0;1.0;1.0;2.0;3.0;2.0;0.0;1.0;2.0;1.0;4.0;25.0;3.0;11.0;4.0;7.0;2.0;10.0;0.0;706.0;12.0;33.0;325.0;353.0;82.0;706.0;13.0;20.0;65.0;567.0;79.0;37.0;0.0;26.0;34.0;21.0;2.0;0.0;0.0;52.0;78.0;124.0;38.6
2375;Oihan Sancet;es ESP;FW;21;2000;27.0;16.0;1422.0;6.0;4.0;0.0;0.0;2.0;0.0;0.38;0.25;0.63;0.38;0.63;3.3;3.3;0.21;0.21;15.8;14.0;0.0;46.7;0.89;0.2;0.43;0.11;2.7;2.7;347.0;450.0;77.1;4774.0;1054.0;207.0;246.0;84.1;89.0;128.0;69.5;20.0;29.0;69.0;27.0;32.0;26.0;2.0;45.0;437.0;12.0;1.0;10.0;7.0;10.0;1.0;0.0;0.0;0.0;3.0;1.0;6.0;59.0;3.74;42.0;1.0;4.0;6.0;4.0;6.0;0.38;5.0;0.0;0.0;0.0;0.0;12.0;7.0;2.0;8.0;2.0;5.0;20.0;25.0;15.0;2.0;0.0;2.0;5.0;13.0;0.0;625.0;14.0;40.0;263.0;331.0;68.0;625.0;23.0;37.0;62.2;533.0;62.0;45.0;0.0;20.0;27.0;5.0;0.0;0.0;0.0;48.0;17.0;31.0;35.4
2376;Renato Sanches;pt POR;MF,FW;23;1997;25.0;20.0;1651.0;2.0;5.0;0.0;0.0;8.0;1.0;0.11;0.27;0.38;0.11;0.38;1.4;1.4;0.07;0.07;18.3;4.0;3.0;18.2;0.22;0.09;0.5;0.06;0.6;0.6;986.0;1208.0;81.6;19383.0;6031.0;387.0;437.0;88.6;394.0;459.0;85.8;166.0;238.0;69.7;35.0;137.0;29.0;7.0;118.0;1120.0;80.0;32.0;5.0;31.0;65.0;34.0;9.0;18.0;0.0;12.0;8.0;18.0;88.0;4.79;69.0;11.0;5.0;2.0;0.0;10.0;0.54;7.0;3.0;0.0;0.0;0.0;19.0;7.0;8.0;10.0;1.0;9.0;26.0;34.6;17.0;14.0;3.0;11.0;14.0;7.0;0.0;1373.0;16.0;208.0;810.0;376.0;25.0;1373.0;43.0;61.0;70.5;1048.0;42.0;30.0;1.0;29.0;27.0;1.0;0.0;0.0;0.0;124.0;11.0;11.0;50.0
2377;Alexis Sánchez;cl CHI;FW;32;1988;27.0;7.0;881.0;5.0;2.0;0.0;0.0;0.0;0.0;0.51;0.2;0.72;0.51;0.72;5.0;5.0;0.51;0.51;9.8;13.0;1.0;39.4;1.33;0.15;0.38;0.15;0.0;0.0;348.0;456.0;76.3;5914.0;1714.0;174.0;206.0;84.5;109.0;141.0;77.3;47.0;75.0;62.7;20.0;32.0;30.0;5.0;46.0;420.0;33.0;10.0;5.0;8.0;35.0;19.0;8.0;5.0;0.0;0.0;3.0;9.0;53.0;5.44;38.0;6.0;2.0;3.0;2.0;6.0;0.62;5.0;1.0;0.0;0.0;0.0;9.0;8.0;0.0;6.0;3.0;2.0;11.0;18.2;9.0;4.0;0.0;4.0;2.0;3.0;0.0;561.0;4.0;34.0;235.0;296.0;49.0;561.0;21.0;39.0;53.8;433.0;22.0;14.0;0.0;10.0;21.0;8.0;0.0;0.0;0.0;36.0;10.0;16.0;38.5
2378;Antonio Sánchez;es ESP;MF,FW;24;1997;29.0;19.0;1616.0;1.0;0.0;0.0;0.0;3.0;1.0;0.06;0.0;0.06;0.06;0.06;1.9;1.9;0.1;0.1;18.0;4.0;0.0;22.2;0.22;0.06;0.25;0.1;-0.9;-0.9;519.0;670.0;77.5;8268.0;2444.0;284.0;322.0;88.2;156.0;194.0;80.4;56.0;96.0;58.3;9.0;46.0;9.0;1.0;42.0;644.0;26.0;10.0;1.0;3.0;16.0;0.0;0.0;0.0;0.0;3.0;0.0;15.0;35.0;1.95;31.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;53.0;24.0;29.0;17.0;7.0;19.0;49.0;38.8;30.0;32.0;2.0;30.0;32.0;32.0;1.0;939.0;39.0;251.0;474.0;234.0;21.0;939.0;18.0;34.0;52.9;530.0;45.0;20.0;0.0;40.0;27.0;3.0;0.0;0.0;0.0;148.0;11.0;10.0;52.4
2379;Davinson Sánchez;co COL;DF;25;1996;23.0;17.0;1631.0;2.0;0.0;0.0;0.0;4.0;0.0;0.11;0.0;0.11;0.11;0.11;2.1;2.1;0.11;0.11;18.1;3.0;0.0;23.1;0.17;0.15;0.67;0.16;-0.1;-0.1;994.0;1133.0;87.7;17192.0;5242.0;398.0;433.0;91.9;515.0;546.0;94.3;59.0;111.0;53.2;5.0;70.0;6.0;1.0;46.0;1108.0;24.0;20.0;1.0;6.0;2.0;0.0;0.0;0.0;0.0;4.0;1.0;8.0;20.0;1.1;19.0;0.0;0.0;1.0;0.0;1.0;0.06;1.0;0.0;0.0;0.0;0.0;41.0;22.0;25.0;14.0;2.0;19.0;28.0;67.9;9.0;24.0;16.0;8.0;30.0;54.0;3.0;1316.0;128.0;559.0;665.0;98.0;21.0;1316.0;4.0;6.0;66.7;911.0;9.0;2.0;0.0;16.0;11.0;1.0;0.0;0.0;0.0;103.0;45.0;36.0;55.6
2380;Germán Sánchez;es ESP;DF;34;1986;32.0;25.0;2299.0;2.0;1.0;0.0;0.0;11.0;1.0;0.08;0.04;0.12;0.08;0.12;2.0;2.0;0.08;0.08;25.5;4.0;0.0;30.8;0.16;0.15;0.5;0.15;0.0;0.0;781.0;1049.0;74.5;15625.0;6427.0;265.0;296.0;89.5;390.0;466.0;83.7;112.0;253.0;44.3;5.0;46.0;1.0;0.0;36.0;992.0;55.0;47.0;0.0;9.0;1.0;0.0;0.0;0.0;0.0;5.0;2.0;4.0;17.0;0.67;12.0;1.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;27.0;19.0;18.0;9.0;0.0;11.0;20.0;55.0;9.0;19.0;16.0;3.0;28.0;137.0;0.0;1298.0;204.0;734.0;516.0;52.0;27.0;1298.0;0.0;2.0;0.0;707.0;2.0;1.0;1.0;23.0;25.0;1.0;0.0;1.0;0.0;114.0;62.0;45.0;57.9
2381;Juan Sánchez;es ESP;0;17;2003;1.0;0.0;5.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2382;Manuel Sánchez;es ESP;DF;20;2000;33.0;25.0;2257.0;1.0;3.0;0.0;0.0;6.0;0.0;0.04;0.12;0.16;0.04;0.16;0.5;0.5;0.02;0.02;25.1;2.0;0.0;33.3;0.08;0.17;0.5;0.08;0.5;0.5;868.0;1164.0;74.6;13128.0;5782.0;486.0;544.0;89.3;300.0;402.0;74.6;51.0;125.0;40.8;19.0;80.0;33.0;16.0;64.0;923.0;239.0;6.0;1.0;6.0;70.0;0.0;0.0;0.0;0.0;233.0;2.0;37.0;48.0;1.92;42.0;3.0;0.0;0.0;2.0;5.0;0.2;5.0;0.0;0.0;0.0;0.0;72.0;34.0;41.0;22.0;9.0;43.0;79.0;54.4;36.0;28.0;3.0;25.0;18.0;43.0;0.0;1395.0;52.0;339.0;606.0;464.0;36.0;1395.0;24.0;45.0;53.3;769.0;35.0;26.0;0.0;32.0;16.0;0.0;0.0;1.0;0.0;132.0;9.0;36.0;20.0
2383;Robert Sánchez;es ESP;GK;23;1997;37.0;37.0;3329.0;0.0;0.0;0.0;0.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;37.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1082.0;1525.0;71.0;28041.0;16967.0;200.0;200.0;100.0;601.0;612.0;98.2;277.0;699.0;39.6;3.0;26.0;0.0;0.0;1.0;1207.0;312.0;78.0;1.0;11.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;3.0;5.0;0.14;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;2.0;0.0;0.0;1.0;1.0;100.0;0.0;1.0;0.0;1.0;0.0;11.0;4.0;1615.0;1188.0;1594.0;21.0;0.0;0.0;1615.0;0.0;0.0;0.0;929.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;61.0;17.0;0.0;100.0
2384;Jadon Sancho;eng ENG;FW,MF;21;2000;29.0;20.0;1900.0;3.0;3.0;0.0;0.0;0.0;0.0;0.14;0.14;0.28;0.14;0.28;4.0;4.0;0.19;0.19;21.1;9.0;0.0;34.6;0.43;0.12;0.33;0.16;-1.0;-1.0;805.0;984.0;81.8;10392.0;2336.0;525.0;602.0;87.2;218.0;271.0;80.4;21.0;30.0;70.0;41.0;31.0;39.0;7.0;65.0;955.0;26.0;0.0;5.0;2.0;28.0;7.0;0.0;1.0;0.0;18.0;3.0;16.0;88.0;4.17;72.0;3.0;10.0;2.0;1.0;9.0;0.43;7.0;0.0;2.0;0.0;0.0;14.0;8.0;9.0;4.0;1.0;8.0;22.0;36.4;14.0;19.0;0.0;19.0;15.0;5.0;3.0;1172.0;11.0;144.0;447.0;598.0;105.0;1172.0;47.0;85.0;55.3;923.0;44.0;27.0;0.0;4.0;7.0;7.0;0.0;0.0;0.0;112.0;2.0;11.0;15.4
2385;Philippe Sandler;nl NED;DF;24;1997;2.0;1.0;70.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21.0;27.0;77.8;321.0;218.0;15.0;15.0;100.0;5.0;7.0;71.4;1.0;5.0;20.0;0.0;2.0;0.0;0.0;0.0;26.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;3.0;6.0;0.0;41.0;11.0;30.0;9.0;2.0;0.0;41.0;0.0;0.0;0.0;23.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;3.0;0.0;100.0
2386;Alex Sandro;br BRA;DF;30;1991;28.0;17.0;1780.0;0.0;1.0;0.0;0.0;3.0;0.0;0.0;0.05;0.05;0.0;0.05;1.0;1.0;0.05;0.05;19.8;2.0;0.0;22.2;0.1;0.0;0.0;0.11;-1.0;-1.0;918.0;1096.0;83.8;16222.0;5459.0;396.0;440.0;90.0;420.0;489.0;85.9;84.0;119.0;70.6;23.0;73.0;26.0;10.0;71.0;960.0;132.0;21.0;0.0;8.0;35.0;0.0;0.0;0.0;0.0;109.0;4.0;15.0;42.0;2.12;36.0;1.0;1.0;0.0;3.0;7.0;0.35;6.0;0.0;0.0;0.0;1.0;27.0;16.0;15.0;9.0;3.0;11.0;25.0;44.0;14.0;17.0;6.0;11.0;27.0;40.0;0.0;1276.0;84.0;411.0;562.0;315.0;37.0;1276.0;14.0;29.0;48.3;831.0;15.0;20.0;0.0;31.0;34.0;1.0;1.0;0.0;1.0;113.0;31.0;20.0;60.8
2387;Leroy Sané;de GER;FW,MF;25;1996;32.0;22.0;1976.0;7.0;7.0;0.0;0.0;3.0;0.0;0.32;0.32;0.64;0.32;0.64;11.3;11.3;0.51;0.51;22.0;32.0;8.0;36.0;1.46;0.08;0.22;0.13;-4.3;-4.3;821.0;996.0;82.4;11611.0;2731.0;485.0;552.0;87.9;242.0;288.0;84.0;48.0;63.0;76.2;49.0;70.0;40.0;4.0;80.0;954.0;39.0;9.0;6.0;4.0;38.0;16.0;7.0;3.0;2.0;10.0;3.0;15.0;113.0;5.15;79.0;8.0;12.0;11.0;2.0;14.0;0.64;10.0;0.0;1.0;2.0;1.0;28.0;16.0;5.0;19.0;4.0;9.0;24.0;37.5;15.0;18.0;0.0;18.0;12.0;2.0;1.0;1283.0;7.0;90.0;563.0;659.0;125.0;1283.0;61.0;116.0;52.6;1011.0;53.0;43.0;0.0;25.0;24.0;7.0;0.0;0.0;0.0;106.0;2.0;7.0;22.2
2388;Oier Sanjurjo;es ESP;MF;35;1986;25.0;8.0;758.0;1.0;0.0;0.0;0.0;3.0;0.0;0.12;0.0;0.12;0.12;0.12;0.8;0.8;0.1;0.1;8.4;1.0;0.0;11.1;0.12;0.11;1.0;0.09;0.2;0.2;228.0;324.0;70.4;3845.0;1235.0;120.0;161.0;74.5;73.0;98.0;74.5;27.0;44.0;61.4;2.0;26.0;9.0;2.0;24.0;320.0;3.0;0.0;0.0;1.0;11.0;0.0;0.0;0.0;0.0;3.0;1.0;7.0;13.0;1.54;12.0;1.0;0.0;0.0;0.0;2.0;0.24;1.0;1.0;0.0;0.0;0.0;10.0;6.0;3.0;7.0;0.0;2.0;19.0;10.5;17.0;8.0;3.0;5.0;1.0;9.0;0.0;389.0;13.0;58.0;220.0;112.0;9.0;389.0;2.0;3.0;66.7;244.0;9.0;5.0;0.0;17.0;6.0;2.0;0.0;0.0;0.0;54.0;21.0;16.0;56.8
2389;Mohamed Sankoh;nl NED;FW;17;2003;1.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.2;4.06;4.06;0.0;1.0;0.0;100.0;22.5;0.0;0.0;0.18;-0.2;-0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;22.5;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2390;Morgan Sanson;fr FRA;MF;26;1994;10.0;3.0;356.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01;0.01;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.03;0.0;0.0;123.0;162.0;75.9;1851.0;506.0;72.0;78.0;92.3;40.0;53.0;75.5;6.0;15.0;40.0;1.0;18.0;1.0;1.0;12.0;160.0;2.0;1.0;3.0;0.0;8.0;0.0;0.0;0.0;0.0;1.0;0.0;7.0;2.0;0.51;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;8.0;7.0;2.0;3.0;3.0;7.0;42.9;4.0;13.0;0.0;13.0;10.0;2.0;1.0;223.0;6.0;43.0;140.0;48.0;1.0;223.0;13.0;16.0;81.3;141.0;5.0;10.0;0.0;3.0;13.0;0.0;0.0;0.0;0.0;33.0;3.0;6.0;33.3
2391;Nicola Sansone;it ITA;FW,MF;29;1991;27.0;6.0;896.0;2.0;3.0;0.0;0.0;6.0;0.0;0.2;0.3;0.5;0.2;0.5;3.5;3.5;0.35;0.35;10.0;6.0;1.0;25.0;0.6;0.08;0.33;0.14;-1.5;-1.5;236.0;336.0;70.2;3516.0;1020.0;126.0;152.0;82.9;65.0;91.0;71.4;23.0;50.0;46.0;16.0;15.0;12.0;8.0;16.0;287.0;49.0;18.0;4.0;1.0;52.0;25.0;16.0;4.0;0.0;4.0;0.0;10.0;37.0;3.72;18.0;10.0;1.0;5.0;3.0;6.0;0.6;2.0;1.0;0.0;1.0;2.0;13.0;7.0;5.0;6.0;2.0;3.0;15.0;20.0;12.0;1.0;0.0;1.0;4.0;2.0;0.0;439.0;3.0;59.0;167.0;218.0;25.0;439.0;14.0;34.0;41.2;322.0;23.0;15.0;0.0;16.0;21.0;6.0;2.0;0.0;0.0;52.0;7.0;18.0;28.0
2392;Baptiste Santamaria;fr FRA;MF,DF;26;1995;34.0;28.0;2518.0;2.0;1.0;0.0;0.0;7.0;0.0;0.07;0.04;0.11;0.07;0.11;2.9;2.9;0.1;0.1;28.0;7.0;0.0;20.6;0.25;0.06;0.29;0.09;-0.9;-0.9;1337.0;1551.0;86.2;25468.0;6476.0;523.0;590.0;88.6;593.0;649.0;91.4;188.0;244.0;77.0;17.0;113.0;13.0;3.0;85.0;1525.0;23.0;18.0;2.0;21.0;15.0;0.0;0.0;0.0;0.0;5.0;3.0;17.0;44.0;1.57;41.0;0.0;0.0;2.0;0.0;8.0;0.29;7.0;0.0;0.0;1.0;0.0;52.0;27.0;15.0;31.0;6.0;24.0;44.0;54.5;20.0;33.0;12.0;21.0;32.0;42.0;0.0;1845.0;79.0;466.0;1126.0;269.0;32.0;1845.0;18.0;39.0;46.2;1278.0;32.0;18.0;0.0;35.0;21.0;0.0;0.0;1.0;0.0;156.0;74.0;41.0;64.3
2393;Baptiste Santamaria;fr FRA;MF;26;1995;1.0;0.0;21.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;33.3;8.0;0.0;1.0;3.0;33.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;4.29;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;7.0;3.0;3.0;1.0;3.0;0.0;7.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2394;Federico Santander;py PAR;FW,DF;30;1991;7.0;0.0;67.0;1.0;0.0;0.0;0.0;1.0;0.0;1.34;0.0;1.34;1.34;1.34;0.5;0.5;0.68;0.68;0.7;1.0;0.0;50.0;1.34;0.5;1.0;0.25;0.5;0.5;17.0;29.0;58.6;242.0;48.0;10.0;16.0;62.5;5.0;6.0;83.3;1.0;1.0;100.0;1.0;2.0;1.0;0.0;4.0;27.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;4.03;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;1.0;0.0;1.0;1.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;35.0;1.0;2.0;16.0;19.0;4.0;35.0;0.0;2.0;0.0;32.0;1.0;3.0;0.0;2.0;5.0;0.0;0.0;0.0;0.0;3.0;8.0;7.0;53.3
2395;Jesús Santiago;es ESP;MF;17;2004;3.0;0.0;82.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;28.0;35.0;80.0;432.0;139.0;12.0;15.0;80.0;10.0;12.0;83.3;3.0;5.0;60.0;0.0;1.0;0.0;0.0;1.0;33.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.1;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;1.0;1.0;0.0;0.0;2.0;0.0;2.0;1.0;0.0;1.0;0.0;1.0;0.0;41.0;2.0;6.0;25.0;10.0;0.0;41.0;0.0;1.0;0.0;20.0;2.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;9.0;0.0;0.0;0.0
2396;Samir Santos;br BRA;DF;26;1994;19.0;19.0;1673.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.6;0.03;0.03;18.6;2.0;0.0;25.0;0.11;0.0;0.0;0.07;-0.6;-0.6;538.0;669.0;80.4;10401.0;3672.0;185.0;202.0;91.6;292.0;328.0;89.0;55.0;125.0;44.0;2.0;27.0;2.0;0.0;21.0;655.0;12.0;12.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;3.0;7.0;0.38;4.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;24.0;11.0;18.0;6.0;0.0;8.0;19.0;42.1;11.0;21.0;11.0;10.0;43.0;85.0;3.0;868.0;116.0;546.0;310.0;18.0;10.0;868.0;2.0;3.0;66.7;450.0;6.0;3.0;0.0;17.0;16.0;0.0;0.0;0.0;0.0;103.0;47.0;34.0;58.0
2397;Samir Santos;br BRA;DF;26;1994;17.0;17.0;1421.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.9;0.9;0.06;0.06;15.8;3.0;0.0;42.9;0.19;0.0;0.0;0.13;-0.9;-0.9;535.0;688.0;77.8;9395.0;3682.0;235.0;269.0;87.4;243.0;287.0;84.7;47.0;106.0;44.3;3.0;32.0;3.0;2.0;34.0;621.0;66.0;26.0;0.0;4.0;12.0;0.0;0.0;0.0;0.0;37.0;1.0;11.0;11.0;0.7;7.0;1.0;0.0;2.0;0.0;2.0;0.13;1.0;0.0;0.0;1.0;0.0;36.0;16.0;22.0;13.0;1.0;15.0;25.0;60.0;10.0;21.0;7.0;14.0;42.0;62.0;0.0;866.0;92.0;411.0;407.0;54.0;9.0;866.0;3.0;5.0;60.0;475.0;9.0;3.0;0.0;33.0;16.0;0.0;0.0;0.0;0.0;77.0;40.0;17.0;70.2
2398;Sergio Santos;es ESP;DF;20;2001;1.0;0.0;11.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;8.0;100.0;136.0;39.0;4.0;4.0;100.0;3.0;3.0;100.0;1.0;1.0;100.0;1.0;0.0;1.0;1.0;0.0;7.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;16.36;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;0.0;3.0;4.0;1.0;0.0;8.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
