;player;nationality;position;age;birth_year;games;games_starts;minutes;goals;assists;pens_made;pens_att;cards_yellow;cards_red;goals_per90;assists_per90;goals_assists_per90;goals_pens_per90;goals_assists_pens_per90;xg;npxg;xg_per90;npxg_per90;minutes_90s;shots_on_target;shots_free_kicks;shots_on_target_pct;shots_on_target_per90;goals_per_shot;goals_per_shot_on_target;npxg_per_shot;xg_net;npxg_net;passes_completed;passes;passes_pct;passes_total_distance;passes_progressive_distance;passes_completed_short;passes_short;passes_pct_short;passes_completed_medium;passes_medium;passes_pct_medium;passes_completed_long;passes_long;passes_pct_long;assisted_shots;passes_into_final_third;passes_into_penalty_area;crosses_into_penalty_area;progressive_passes;passes_live;passes_dead;passes_free_kicks;through_balls;passes_switches;crosses;corner_kicks;corner_kicks_in;corner_kicks_out;corner_kicks_straight;throw_ins;passes_offsides;passes_blocked;sca;sca_per90;sca_passes_live;sca_passes_dead;sca_dribbles;sca_shots;sca_fouled;gca;gca_per90;gca_passes_live;gca_passes_dead;gca_dribbles;gca_shots;gca_fouled;tackles;tackles_won;tackles_def_3rd;tackles_mid_3rd;tackles_att_3rd;dribble_tackles;dribbles_vs;dribble_tackles_pct;dribbled_past;blocks;blocked_shots;blocked_passes;interceptions;clearances;errors;touches;touches_def_pen_area;touches_def_3rd;touches_mid_3rd;touches_att_3rd;touches_att_pen_area;touches_live_ball;dribbles_completed;dribbles;dribbles_completed_pct;passes_received;miscontrols;dispossessed;cards_yellow_red;fouls;fouled;offsides;pens_won;pens_conceded;own_goals;ball_recoveries;aerials_won;aerials_lost;aerials_won_pct
0;Max Aarons;eng ENG;DF;21;2000;34.0;32.0;2881.0;0.0;2.0;0.0;0.0;8.0;0.0;0.0;0.06;0.06;0.0;0.06;0.9;0.9;0.03;0.03;32.0;2.0;0.0;15.4;0.06;0.0;0.0;0.07;-0.9;-0.9;1107.0;1469.0;75.4;16588.0;6133.0;645.0;713.0;90.5;383.0;511.0;75.0;57.0;160.0;35.6;20.0;50.0;37.0;9.0;86.0;1130.0;332.0;17.0;5.0;4.0;50.0;0.0;0.0;0.0;0.0;315.0;7.0;40.0;46.0;1.44;34.0;3.0;2.0;3.0;3.0;3.0;0.09;3.0;0.0;0.0;0.0;0.0;64.0;44.0;49.0;15.0;0.0;37.0;55.0;67.3;18.0;39.0;19.0;20.0;28.0;96.0;1.0;1817.0;159.0;714.0;694.0;434.0;23.0;1817.0;34.0;68.0;50.0;1018.0;38.0;23.0;0.0;27.0;52.0;1.0;0.0;2.0;1.0;154.0;13.0;50.0;20.6
1;Yunis Abdelhamid;ma MAR;DF;33;1987;34.0;34.0;2983.0;2.0;0.0;0.0;0.0;5.0;1.0;0.06;0.0;0.06;0.06;0.06;1.5;1.5;0.04;0.04;33.1;6.0;0.0;33.3;0.18;0.11;0.33;0.08;0.5;0.5;1284.0;1578.0;81.4;25516.0;9586.0;415.0;469.0;88.5;715.0;787.0;90.9;145.0;266.0;54.5;9.0;95.0;7.0;0.0;96.0;1471.0;101.0;89.0;0.0;32.0;4.0;0.0;0.0;0.0;0.0;9.0;6.0;26.0;22.0;0.66;17.0;0.0;2.0;1.0;0.0;1.0;0.03;1.0;0.0;0.0;0.0;0.0;48.0;27.0;34.0;14.0;0.0;16.0;32.0;50.0;16.0;50.0;25.0;25.0;68.0;104.0;0.0;1906.0;212.0;1012.0;839.0;84.0;24.0;1906.0;14.0;18.0;77.8;1199.0;28.0;13.0;0.0;39.0;25.0;0.0;0.0;1.0;0.0;195.0;62.0;38.0;62.0
2;Salis Abdul Samed;gh GHA;MF;21;2000;31.0;29.0;2462.0;1.0;0.0;0.0;0.0;12.0;3.0;0.04;0.0;0.04;0.04;0.04;1.1;1.1;0.04;0.04;27.4;5.0;0.0;27.8;0.18;0.06;0.2;0.06;-0.1;-0.1;1535.0;1701.0;90.2;25518.0;5456.0;748.0;805.0;92.9;655.0;699.0;93.7;108.0;129.0;83.7;17.0;87.0;13.0;1.0;80.0;1678.0;21.0;17.0;1.0;3.0;14.0;0.0;0.0;0.0;0.0;4.0;2.0;29.0;50.0;1.83;41.0;0.0;0.0;4.0;4.0;3.0;0.11;3.0;0.0;0.0;0.0;0.0;43.0;23.0;25.0;16.0;2.0;20.0;57.0;35.1;37.0;18.0;1.0;17.0;42.0;15.0;0.0;1943.0;39.0;562.0;1140.0;257.0;15.0;1943.0;26.0;41.0;63.4;1477.0;42.0;30.0;2.0;43.0;37.0;0.0;0.0;0.0;0.0;186.0;17.0;20.0;45.9
3;Laurent Abergel;fr FRA;MF;28;1993;34.0;34.0;2956.0;0.0;2.0;0.0;0.0;9.0;0.0;0.0;0.06;0.06;0.0;0.06;2.1;2.1;0.06;0.06;32.8;7.0;0.0;24.1;0.21;0.0;0.0;0.07;-2.1;-2.1;1341.0;1659.0;80.8;23753.0;6845.0;605.0;678.0;89.2;535.0;620.0;86.3;152.0;236.0;64.4;35.0;147.0;23.0;9.0;126.0;1616.0;35.0;25.0;7.0;21.0;37.0;2.0;0.0;1.0;0.0;8.0;8.0;48.0;83.0;2.53;67.0;2.0;3.0;1.0;7.0;9.0;0.27;8.0;0.0;0.0;0.0;1.0;110.0;60.0;44.0;53.0;13.0;71.0;166.0;42.8;95.0;58.0;1.0;57.0;55.0;13.0;0.0;2020.0;24.0;405.0;1286.0;358.0;14.0;2020.0;39.0;61.0;63.9;1402.0;52.0;40.0;0.0;41.0;69.0;1.0;0.0;0.0;0.0;264.0;11.0;7.0;61.1
4;Charles Abi;fr FRA;FW;21;2000;1.0;1.0;45.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;7.0;42.9;46.0;0.0;2.0;3.0;66.7;1.0;3.0;33.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;2.0;0.0;2.0;0.0;0.0;0.0;12.0;0.0;0.0;5.0;8.0;1.0;12.0;0.0;0.0;0.0;8.0;3.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
5;Dickson Abiama;ng NGA;FW;22;1998;24.0;5.0;726.0;0.0;1.0;0.0;0.0;3.0;0.0;0.0;0.12;0.12;0.0;0.12;2.1;2.1;0.26;0.26;8.1;4.0;0.0;22.2;0.5;0.0;0.0;0.12;-2.1;-2.1;84.0;137.0;61.3;1009.0;278.0;53.0;78.0;67.9;23.0;36.0;63.9;1.0;3.0;33.3;7.0;5.0;6.0;0.0;15.0;129.0;6.0;0.0;2.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;2.0;6.0;15.0;1.85;10.0;0.0;0.0;2.0;2.0;2.0;0.25;1.0;0.0;0.0;1.0;0.0;11.0;7.0;4.0;5.0;2.0;2.0;10.0;20.0;8.0;12.0;1.0;11.0;4.0;8.0;0.0;243.0;6.0;24.0;106.0;114.0;23.0;243.0;7.0;20.0;35.0;156.0;29.0;10.0;0.0;17.0;11.0;15.0;0.0;0.0;0.0;28.0;19.0;30.0;38.8
6;Matthis Abline;fr FRA;FW;18;2003;7.0;1.0;103.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.6;0.49;0.49;1.1;0.0;0.0;0.0;0.0;0.0;0.0;0.28;-0.6;-0.6;7.0;9.0;77.8;72.0;15.0;5.0;7.0;71.4;1.0;1.0;100.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;2.0;0.0;1.0;0.0;18.0;1.0;1.0;5.0;12.0;3.0;18.0;3.0;6.0;50.0;11.0;1.0;3.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0
7;Tammy Abraham;eng ENG;FW;23;1997;37.0;36.0;3084.0;17.0;4.0;3.0;3.0;9.0;0.0;0.5;0.12;0.61;0.41;0.53;19.2;16.8;0.56;0.49;34.3;35.0;3.0;38.0;1.02;0.15;0.4;0.18;-2.2;-2.8;485.0;696.0;69.7;6820.0;1622.0;293.0;401.0;73.1;134.0;180.0;74.4;28.0;39.0;71.8;38.0;35.0;27.0;3.0;53.0;627.0;67.0;6.0;5.0;1.0;16.0;0.0;0.0;0.0;0.0;2.0;2.0;20.0;94.0;2.74;62.0;1.0;6.0;17.0;7.0;14.0;0.41;6.0;0.0;2.0;3.0;3.0;27.0;13.0;7.0;14.0;6.0;9.0;22.0;40.9;13.0;17.0;3.0;14.0;5.0;27.0;0.0;1050.0;32.0;73.0;499.0;488.0;173.0;1047.0;38.0;77.0;49.4;731.0;86.0;41.0;0.0;38.0;49.0;17.0;1.0;1.0;0.0;68.0;78.0;80.0;49.4
8;Luis Abram;pe PER;DF;25;1996;8.0;6.0;560.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.2;0.04;0.04;6.2;0.0;0.0;0.0;0.0;0.0;0.0;0.12;-0.2;-0.2;191.0;226.0;84.5;3666.0;1177.0;56.0;67.0;83.6;113.0;119.0;95.0;18.0;28.0;64.3;0.0;8.0;0.0;0.0;7.0;216.0;9.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;4.0;3.0;0.48;1.0;0.0;0.0;2.0;0.0;1.0;0.16;0.0;0.0;0.0;1.0;0.0;6.0;3.0;3.0;3.0;0.0;2.0;4.0;50.0;2.0;6.0;5.0;1.0;5.0;37.0;1.0;285.0;45.0;178.0;105.0;5.0;4.0;285.0;0.0;0.0;0.0;180.0;0.0;0.0;0.0;5.0;4.0;0.0;0.0;0.0;1.0;14.0;7.0;14.0;33.3
9;Francesco Acerbi;it ITA;DF;33;1988;30.0;29.0;2536.0;4.0;0.0;0.0;0.0;2.0;1.0;0.14;0.0;0.14;0.14;0.14;2.2;2.2;0.08;0.08;28.2;7.0;0.0;46.7;0.25;0.27;0.57;0.15;1.8;1.8;1837.0;2043.0;89.9;34996.0;12274.0;678.0;731.0;92.7;919.0;968.0;94.9;211.0;296.0;71.3;5.0;119.0;6.0;0.0;78.0;1955.0;87.0;77.0;1.0;34.0;3.0;0.0;0.0;0.0;0.0;1.0;1.0;6.0;17.0;0.61;13.0;1.0;0.0;1.0;2.0;2.0;0.07;1.0;0.0;0.0;0.0;1.0;25.0;12.0;15.0;9.0;1.0;12.0;19.0;63.2;7.0;37.0;28.0;9.0;34.0;92.0;0.0;2289.0;267.0;1098.0;1141.0;59.0;22.0;2289.0;4.0;6.0;66.7;1641.0;13.0;4.0;0.0;18.0;16.0;4.0;1.0;0.0;0.0;162.0;69.0;43.0;61.6
10;Ragnar Ache;de GER;MF,FW;23;1998;13.0;1.0;259.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.35;0.35;0.0;0.35;0.6;0.6;0.2;0.2;2.9;2.0;0.0;20.0;0.69;0.0;0.0;0.06;-0.6;-0.6;37.0;64.0;57.8;481.0;117.0;22.0;32.0;68.8;10.0;18.0;55.6;1.0;3.0;33.3;3.0;3.0;3.0;2.0;2.0;61.0;2.0;0.0;0.0;1.0;6.0;0.0;0.0;0.0;0.0;2.0;1.0;4.0;8.0;2.78;4.0;0.0;1.0;2.0;1.0;1.0;0.35;0.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;1.0;1.0;1.0;4.0;25.0;3.0;3.0;0.0;3.0;0.0;1.0;0.0;113.0;1.0;7.0;45.0;62.0;16.0;113.0;6.0;11.0;54.5;96.0;16.0;9.0;0.0;5.0;8.0;6.0;0.0;0.0;0.0;7.0;18.0;10.0;64.3
11;Mohamed Achi;fr FRA;MF;19;2002;1.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;9.0;66.7;102.0;10.0;1.0;1.0;100.0;3.0;6.0;50.0;1.0;1.0;100.0;0.0;0.0;0.0;0.0;1.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0;0.0;2.0;5.0;2.0;0.0;9.0;0.0;0.0;0.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0
12;Marcos Acuña;ar ARG;DF;29;1991;31.0;26.0;2260.0;1.0;3.0;0.0;0.0;10.0;0.0;0.04;0.12;0.16;0.04;0.16;1.5;1.5;0.06;0.06;25.1;5.0;1.0;31.3;0.2;0.06;0.2;0.09;-0.5;-0.5;1543.0;1963.0;78.6;29328.0;10206.0;662.0;722.0;91.7;640.0;767.0;83.4;219.0;392.0;55.9;43.0;115.0;43.0;27.0;104.0;1624.0;333.0;63.0;3.0;30.0;178.0;40.0;0.0;31.0;0.0;230.0;6.0;30.0;75.0;2.99;48.0;19.0;2.0;3.0;3.0;3.0;0.12;1.0;2.0;0.0;0.0;0.0;50.0;29.0;27.0;14.0;9.0;30.0;47.0;63.8;17.0;22.0;5.0;17.0;14.0;25.0;1.0;2169.0;53.0;635.0;955.0;610.0;18.0;2169.0;44.0;66.0;66.7;1467.0;38.0;27.0;0.0;38.0;48.0;0.0;0.0;1.0;0.0;173.0;22.0;32.0;40.7
13;Che Adams;sct SCO;FW;25;1996;30.0;23.0;2039.0;7.0;3.0;0.0;0.0;0.0;0.0;0.31;0.13;0.44;0.31;0.44;7.7;7.7;0.34;0.34;22.7;24.0;0.0;49.0;1.06;0.14;0.29;0.16;-0.7;-0.7;304.0;472.0;64.4;4188.0;1017.0;188.0;256.0;73.4;73.0;106.0;68.9;18.0;34.0;52.9;26.0;24.0;10.0;0.0;29.0;468.0;2.0;0.0;4.0;5.0;8.0;0.0;0.0;0.0;0.0;1.0;2.0;22.0;51.0;2.25;32.0;0.0;2.0;4.0;11.0;5.0;0.22;3.0;0.0;1.0;0.0;0.0;13.0;6.0;5.0;5.0;3.0;2.0;16.0;12.5;14.0;18.0;2.0;16.0;8.0;18.0;0.0;713.0;22.0;84.0;293.0;341.0;93.0;713.0;20.0;35.0;57.1;536.0;59.0;34.0;0.0;29.0;40.0;7.0;0.0;0.0;0.0;70.0;62.0;91.0;40.5
14;Tyler Adams;us USA;MF;22;1999;24.0;12.0;1351.0;0.0;1.0;0.0;0.0;5.0;0.0;0.0;0.07;0.07;0.0;0.07;0.3;0.3;0.02;0.02;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.13;-0.3;-0.3;794.0;918.0;86.5;11903.0;3451.0;424.0;460.0;92.2;278.0;307.0;90.6;49.0;71.0;69.0;7.0;85.0;8.0;0.0;65.0;882.0;32.0;16.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;14.0;4.0;15.0;26.0;1.73;23.0;1.0;1.0;1.0;0.0;4.0;0.27;4.0;0.0;0.0;0.0;0.0;23.0;7.0;5.0;16.0;2.0;7.0;25.0;28.0;18.0;24.0;1.0;23.0;16.0;19.0;2.0;1061.0;28.0;187.0;735.0;150.0;10.0;1061.0;13.0;23.0;56.5;747.0;20.0;9.0;0.0;19.0;15.0;0.0;0.0;0.0;0.0;85.0;20.0;10.0;66.7
15;Sargis Adamyan;am ARM;FW,MF;28;1993;13.0;2.0;331.0;1.0;0.0;0.0;0.0;0.0;0.0;0.27;0.0;0.27;0.27;0.27;0.4;0.4;0.12;0.12;3.7;2.0;0.0;66.7;0.54;0.33;0.5;0.15;0.6;0.6;73.0;101.0;72.3;991.0;255.0;44.0;57.0;77.2;28.0;35.0;80.0;0.0;3.0;0.0;4.0;5.0;4.0;2.0;6.0;95.0;5.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;5.0;1.0;3.0;11.0;2.98;8.0;0.0;2.0;0.0;0.0;1.0;0.27;1.0;0.0;0.0;0.0;0.0;8.0;6.0;3.0;4.0;1.0;3.0;11.0;27.3;8.0;4.0;0.0;4.0;1.0;2.0;0.0;146.0;2.0;17.0;69.0;64.0;9.0;146.0;6.0;12.0;50.0;94.0;12.0;5.0;0.0;5.0;8.0;4.0;0.0;0.0;0.0;24.0;3.0;14.0;17.6
16;Martin Adeline;fr FRA;MF,FW;17;2003;8.0;2.0;352.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.4;0.09;0.09;3.9;1.0;0.0;25.0;0.26;0.0;0.0;0.09;-0.4;-0.4;107.0;147.0;72.8;1681.0;608.0;51.0;63.0;81.0;39.0;47.0;83.0;9.0;14.0;64.3;3.0;8.0;3.0;0.0;11.0;138.0;8.0;4.0;0.0;0.0;11.0;4.0;0.0;4.0;0.0;0.0;1.0;12.0;10.0;2.56;8.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;11.0;5.0;8.0;2.0;8.0;16.0;50.0;8.0;0.0;0.0;0.0;11.0;6.0;0.0;194.0;8.0;43.0;91.0;64.0;7.0;194.0;6.0;9.0;66.7;98.0;8.0;6.0;0.0;16.0;2.0;0.0;0.0;0.0;0.0;35.0;3.0;5.0;37.5
17;Amine Adli;fr FRA;FW,MF;21;2000;25.0;13.0;1256.0;3.0;2.0;0.0;0.0;3.0;0.0;0.21;0.14;0.36;0.21;0.36;4.8;4.8;0.34;0.34;14.0;19.0;0.0;51.4;1.36;0.08;0.16;0.13;-1.8;-1.8;376.0;516.0;72.9;5007.0;1529.0;219.0;272.0;80.5;125.0;166.0;75.3;9.0;18.0;50.0;14.0;27.0;19.0;4.0;49.0;494.0;17.0;1.0;6.0;0.0;21.0;1.0;0.0;0.0;0.0;11.0;5.0;27.0;49.0;3.51;39.0;1.0;3.0;4.0;2.0;6.0;0.43;5.0;0.0;0.0;1.0;0.0;27.0;14.0;10.0;14.0;3.0;8.0;15.0;53.3;7.0;26.0;2.0;24.0;11.0;12.0;0.0;722.0;9.0;114.0;345.0;278.0;57.0;722.0;21.0;37.0;56.8;523.0;47.0;18.0;0.0;27.0;28.0;8.0;0.0;0.0;0.0;62.0;12.0;29.0;29.3
18;Yacine Adli;fr FRA;MF,FW;21;2000;36.0;25.0;2260.0;1.0;7.0;0.0;0.0;5.0;0.0;0.04;0.28;0.32;0.04;0.32;2.3;2.3;0.09;0.09;25.1;15.0;4.0;46.9;0.6;0.03;0.07;0.07;-1.3;-1.3;906.0;1251.0;72.4;17505.0;6047.0;410.0;480.0;85.4;310.0;407.0;76.2;157.0;279.0;56.3;59.0;122.0;36.0;4.0;130.0;1105.0;138.0;48.0;11.0;30.0;114.0;68.0;38.0;17.0;1.0;12.0;8.0;25.0;121.0;4.82;81.0;22.0;6.0;3.0;5.0;18.0;0.72;13.0;3.0;1.0;0.0;1.0;43.0;27.0;22.0;14.0;7.0;19.0;68.0;27.9;49.0;33.0;3.0;30.0;37.0;11.0;2.0;1519.0;16.0;265.0;789.0;485.0;45.0;1519.0;46.0;80.0;57.5;1045.0;59.0;47.0;0.0;21.0;27.0;4.0;0.0;0.0;0.0;150.0;12.0;19.0;38.7
19;Michel Aebischer;ch SUI;MF;24;1997;12.0;4.0;443.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.1;0.03;0.03;4.9;2.0;0.0;100.0;0.41;0.0;0.0;0.07;-0.1;-0.1;205.0;239.0;85.8;3121.0;883.0;105.0;113.0;92.9;78.0;84.0;92.9;12.0;22.0;54.5;6.0;14.0;4.0;1.0;15.0;225.0;13.0;5.0;0.0;1.0;7.0;7.0;0.0;4.0;0.0;1.0;1.0;5.0;10.0;2.05;9.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14.0;5.0;5.0;8.0;1.0;6.0;11.0;54.5;5.0;4.0;1.0;3.0;6.0;3.0;0.0;285.0;11.0;64.0;169.0;55.0;8.0;285.0;1.0;4.0;25.0;196.0;9.0;5.0;0.0;13.0;4.0;0.0;0.0;0.0;0.0;27.0;5.0;4.0;55.6
20;Felix Afena-Gyan;gh GHA;FW,MF;18;2003;17.0;6.0;668.0;2.0;0.0;0.0;0.0;5.0;1.0;0.27;0.0;0.27;0.27;0.27;1.5;1.5;0.2;0.2;7.4;7.0;0.0;41.2;0.94;0.12;0.29;0.09;0.5;0.5;114.0;152.0;75.0;1530.0;229.0;67.0;81.0;82.7;34.0;45.0;75.6;6.0;7.0;85.7;6.0;4.0;4.0;1.0;6.0;145.0;7.0;0.0;0.0;2.0;8.0;0.0;0.0;0.0;0.0;5.0;0.0;4.0;23.0;3.1;14.0;0.0;2.0;2.0;5.0;2.0;0.27;1.0;0.0;1.0;0.0;0.0;10.0;3.0;1.0;6.0;3.0;4.0;7.0;57.1;3.0;4.0;0.0;4.0;3.0;0.0;0.0;271.0;0.0;17.0;90.0;170.0;38.0;271.0;5.0;20.0;25.0;207.0;42.0;21.0;1.0;15.0;24.0;4.0;0.0;0.0;0.0;31.0;11.0;15.0;42.3
21;Martin Agirregabiria;es ESP;DF;25;1996;24.0;17.0;1616.0;0.0;1.0;0.0;0.0;4.0;0.0;0.0;0.06;0.06;0.0;0.06;0.2;0.2;0.01;0.01;18.0;0.0;0.0;0.0;0.0;0.0;0.0;0.06;-0.2;-0.2;547.0;792.0;69.1;9008.0;4537.0;279.0;349.0;79.9;216.0;294.0;73.5;44.0;110.0;40.0;14.0;51.0;20.0;12.0;47.0;610.0;179.0;6.0;0.0;5.0;45.0;1.0;0.0;0.0;0.0;172.0;3.0;16.0;32.0;1.78;25.0;3.0;2.0;0.0;2.0;3.0;0.17;2.0;0.0;1.0;0.0;0.0;34.0;22.0;17.0;11.0;6.0;18.0;37.0;48.6;19.0;20.0;3.0;17.0;25.0;38.0;0.0;950.0;42.0;292.0;444.0;226.0;12.0;950.0;14.0;19.0;73.7;462.0;22.0;8.0;0.0;24.0;22.0;1.0;0.0;1.0;0.0;79.0;31.0;27.0;53.4
22;Julen Agirrezabala;es ESP;GK;20;2000;4.0;4.0;360.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;62.0;82.0;75.6;1721.0;1230.0;11.0;11.0;100.0;34.0;34.0;100.0;17.0;37.0;45.9;0.0;1.0;0.0;0.0;0.0;49.0;33.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.25;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;92.0;73.0;92.0;0.0;0.0;0.0;92.0;0.0;0.0;0.0;23.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0
23;Lucien Agoume;fr FRA;MF;19;2002;27.0;21.0;1868.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;1.3;1.2;0.06;0.06;20.8;1.0;0.0;6.7;0.05;0.0;0.0;0.08;-1.3;-1.2;836.0;996.0;83.9;15009.0;4514.0;371.0;417.0;89.0;328.0;377.0;87.0;112.0;141.0;79.4;13.0;86.0;8.0;0.0;79.0;955.0;38.0;30.0;0.0;10.0;5.0;1.0;0.0;1.0;0.0;0.0;3.0;20.0;35.0;1.69;28.0;1.0;1.0;4.0;1.0;2.0;0.1;2.0;0.0;0.0;0.0;0.0;51.0;31.0;24.0;20.0;7.0;23.0;45.0;51.1;22.0;29.0;9.0;20.0;52.0;27.0;1.0;1206.0;55.0;352.0;666.0;204.0;30.0;1206.0;22.0;32.0;68.8;738.0;19.0;17.0;0.0;31.0;14.0;0.0;0.0;1.0;0.0;149.0;26.0;29.0;47.3
24;Kevin Agudelo;co COL;MF,FW;22;1998;23.0;12.0;1237.0;3.0;1.0;0.0;0.0;2.0;1.0;0.22;0.07;0.29;0.22;0.29;2.0;2.0;0.15;0.15;13.7;11.0;0.0;52.4;0.8;0.14;0.27;0.1;1.0;1.0;280.0;389.0;72.0;3788.0;1163.0;165.0;211.0;78.2;90.0;108.0;83.3;7.0;20.0;35.0;10.0;33.0;11.0;1.0;32.0;375.0;11.0;1.0;0.0;1.0;22.0;4.0;3.0;1.0;0.0;4.0;3.0;22.0;40.0;2.91;22.0;0.0;6.0;4.0;4.0;3.0;0.22;1.0;0.0;0.0;0.0;0.0;44.0;26.0;13.0;26.0;5.0;7.0;20.0;35.0;13.0;22.0;0.0;22.0;8.0;6.0;0.0;574.0;10.0;71.0;257.0;263.0;33.0;574.0;28.0;51.0;54.9;367.0;40.0;37.0;0.0;36.0;24.0;0.0;0.0;0.0;0.0;67.0;15.0;14.0;51.7
25;Nayef Aguerd;ma MAR;DF;25;1996;31.0;31.0;2735.0;2.0;2.0;0.0;0.0;3.0;1.0;0.07;0.07;0.13;0.07;0.13;2.5;2.5;0.08;0.08;30.4;7.0;0.0;28.0;0.23;0.08;0.29;0.1;-0.5;-0.5;1959.0;2204.0;88.9;40414.0;15329.0;613.0;660.0;92.9;1050.0;1106.0;94.9;277.0;398.0;69.6;4.0;118.0;2.0;0.0;83.0;2127.0;74.0;69.0;2.0;41.0;1.0;0.0;0.0;0.0;0.0;5.0;3.0;12.0;15.0;0.49;10.0;0.0;0.0;4.0;1.0;4.0;0.13;3.0;0.0;0.0;0.0;1.0;27.0;18.0;16.0;11.0;0.0;14.0;24.0;58.3;10.0;24.0;14.0;10.0;24.0;127.0;1.0;2471.0;221.0;1146.0;1273.0;59.0;34.0;2471.0;5.0;6.0;83.3;1847.0;7.0;4.0;0.0;20.0;16.0;1.0;1.0;2.0;0.0;154.0;95.0;51.0;65.1
26;Sergio Agüero;ar ARG;FW;33;1988;4.0;2.0;151.0;1.0;0.0;0.0;0.0;0.0;0.0;0.6;0.0;0.6;0.6;0.6;1.2;1.2;0.69;0.69;1.7;1.0;0.0;16.7;0.6;0.17;1.0;0.19;-0.2;-0.2;30.0;42.0;71.4;396.0;45.0;14.0;20.0;70.0;12.0;15.0;80.0;0.0;0.0;0.0;1.0;3.0;0.0;0.0;2.0;40.0;2.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;1.78;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;57.0;0.0;1.0;26.0;31.0;15.0;57.0;1.0;2.0;50.0;51.0;4.0;1.0;0.0;1.0;2.0;1.0;0.0;0.0;0.0;3.0;3.0;2.0;60.0
